ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
203492_x_at	0.012836	1.39e-04	-6.16	1.44972	-0.74363531	CEP57	centrosomal protein 57
221473_x_at	0.012904	1.40e-04	-6.15	1.44044	-0.61032344	SERINC3	serine incorporator 3
213771_at	0.012949	1.41e-04	6.15	1.43294	0.70400843	IRF2BP1	interferon regulatory factor 2 binding protein 1
33768_at	0.01301	1.43e-04	6.14	1.41798	0.64663425	DMWD	dystrophia myotonica, WD repeat containing
211547_s_at	0.01301	1.43e-04	-6.14	1.41773	-1.07728667	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
32811_at	0.01301	1.44e-04	6.13	1.4162	0.61384401	MYO1C	myosin IC
203328_x_at	0.013138	1.46e-04	-6.12	1.40254	-0.633871	IDE	insulin degrading enzyme
219079_at	0.0134	1.49e-04	-6.10	1.37912	-0.69219509	CYB5R4	cytochrome b5 reductase 4
202571_s_at	0.013519	1.51e-04	6.09	1.36643	0.6177759	DLGAP4	DLG associated protein 4
219924_s_at	0.013544	1.52e-04	-6.09	1.36063	-0.63495787	ZMYM6	zinc finger MYM-type containing 6
212266_s_at	0.013548	1.53e-04	-6.09	1.35643	-0.51522093	SRSF5	serine and arginine rich splicing factor 5
200658_s_at	0.013562	1.55e-04	-6.08	1.34386	-0.44386945	PHB	prohibitin
205082_s_at	0.013562	1.55e-04	-6.07	1.34127	-1.11974116	AOX1	aldehyde oxidase 1
212743_at	0.013562	1.57e-04	-6.06	1.32956	-0.46539921	RCHY1	ring finger and CHY zinc finger domain containing 1
45749_at	0.013562	1.57e-04	6.06	1.32626	0.57314732	FAM65A	family with sequence similarity 65 member A
213022_s_at	0.013562	1.58e-04	-6.06	1.32488	-1.20307816	UTRN	utrophin
206123_at	0.013562	1.58e-04	6.06	1.32402	0.56555009	LLGL1	LLGL1, scribble cell polarity complex component
55583_at	0.013562	1.58e-04	6.06	1.3229	0.47861212	DOCK6	dedicator of cytokinesis 6
207978_s_at	0.013562	1.58e-04	-6.06	1.32154	-1.94709544	NR4A3	nuclear receptor subfamily 4 group A member 3
205388_at	0.013562	1.58e-04	-6.06	1.32066	-0.49986866	TNNC2	troponin C2, fast skeletal type
210385_s_at	0.013708	1.61e-04	-6.05	1.30633	-0.71858694	ERAP1	endoplasmic reticulum aminopeptidase 1
203086_at	0.013897	1.63e-04	-6.03	1.28899	-0.46628368	KIF2A	kinesin family member 2A
217595_at	0.013984	1.65e-04	-6.02	1.27908	-0.60008803	GSPT1	G1 to S phase transition 1
41657_at	0.014057	1.67e-04	6.02	1.27021	0.57308163	STK11	serine/threonine kinase 11
213023_at	0.014337	1.71e-04	-6.00	1.24446	-1.10684706	UTRN	utrophin
203091_at	0.014337	1.72e-04	5.99	1.23768	0.44835734	FUBP1	far upstream element binding protein 1
218156_s_at	0.014337	1.72e-04	-5.99	1.2376	-0.40662296	TSR1	TSR1, ribosome maturation factor
217448_s_at	0.014337	1.72e-04	-5.99	1.23583	-0.60200218	TOX4	TOX high mobility group box family member 4
222126_at	0.014349	1.74e-04	5.98	1.22997	0.56315038	AGFG2	ArfGAP with FG repeats 2
204415_at	0.014349	1.74e-04	5.98	1.2258	1.04271386	IFI6	interferon alpha inducible protein 6
218887_at	0.014349	1.75e-04	5.98	1.21913	0.70901468	MRPL2	mitochondrial ribosomal protein L2
214190_x_at	0.014349	1.76e-04	-5.97	1.21681	-0.76844829	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
37652_at	0.014349	1.76e-04	5.97	1.21678	0.53699224	CABIN1	calcineurin binding protein 1
202008_s_at	0.014355	1.77e-04	-5.97	1.21277	-0.70229786	NID1	nidogen 1
55081_at	0.014715	1.82e-04	5.95	1.18468	0.5495781	MICALL1	MICAL like 1
213230_at	0.014762	1.83e-04	5.94	1.17792	0.56730543	CDR2L	cerebellar degeneration related protein 2 like
200798_x_at	0.014788	1.84e-04	-5.94	1.17063	-0.72151881	MCL1	BCL2 family apoptosis regulator
217543_s_at	0.014788	1.85e-04	-5.93	1.16725	-0.52586383	MBTPS1	membrane bound transcription factor peptidase, site 1
202654_x_at	0.014788	1.85e-04	-5.93	1.16551	-0.78062281	MARCH7	membrane associated ring-CH-type finger 7
222162_s_at	0.014798	1.86e-04	-5.93	1.16125	-0.84320481	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
205934_at	0.014883	1.88e-04	-5.92	1.15048	-1.13834477	PLCL1	phospholipase C like 1
214359_s_at	0.014883	1.89e-04	-5.92	1.14739	-0.41865093	HSP90AB1	heat shock protein 90 alpha family class B member 1
211997_x_at	0.014883	1.89e-04	-5.92	1.14413	-0.45572854	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
201447_at	0.014883	1.90e-04	-5.91	1.14156	-0.72398406	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
208351_s_at	0.014923	1.93e-04	-5.90	1.12712	-0.65182901	MAPK1	mitogen-activated protein kinase 1
201237_at	0.014923	1.93e-04	5.90	1.12562	0.59872504	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2
200634_at	0.014923	1.93e-04	5.90	1.12531	0.60488917	PFN1	profilin 1
201320_at	0.014923	1.93e-04	5.90	1.12511	0.59395108	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
207319_s_at	0.015029	1.95e-04	-5.89	1.1147	-1.03956186	CDK13	cyclin dependent kinase 13
205868_s_at	0.015061	1.96e-04	-5.89	1.10914	-0.71796446	PTPN11	protein tyrosine phosphatase, non-receptor type 11
212392_s_at	0.015064	1.97e-04	-5.88	1.10327	-1.04129455	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
212550_at	0.015064	1.97e-04	-5.88	1.10216	-0.37721878	STAT5B	signal transducer and activator of transcription 5B
200967_at	0.015165	1.99e-04	5.88	1.09213	0.52121014	PPIB	peptidylprolyl isomerase B
201168_x_at	0.015171	2.00e-04	5.87	1.0884	0.88179716	ARHGDIA	Rho GDP dissociation inhibitor alpha
212760_at	0.015202	2.01e-04	-5.87	1.083	-0.4811542	UBR2	ubiquitin protein ligase E3 component n-recognin 2
215260_s_at	0.015232	2.02e-04	5.86	1.07771	0.56769725	TCF3	transcription factor 3
202072_at	0.015367	2.05e-04	5.85	1.06565	0.74716797	HNRNPL	heterogeneous nuclear ribonucleoprotein L
221419_s_at	0.015399	2.06e-04	5.85	1.06021	0.41652044		
202278_s_at	0.015649	2.11e-04	-5.83	1.03468	-0.72616079	SPTLC1	serine palmitoyltransferase long chain base subunit 1
221779_at	0.015649	2.12e-04	5.83	1.03408	0.5700288	MICALL1	MICAL like 1
221860_at	0.015649	2.13e-04	5.82	1.02662	0.59925224		
208445_s_at	0.015649	2.13e-04	5.82	1.02615	0.5278307	BAZ1B	bromodomain adjacent to zinc finger domain 1B
203105_s_at	0.015649	2.13e-04	-5.82	1.02566	-0.46940727	DNM1L	dynamin 1 like
218474_s_at	0.015649	2.15e-04	5.82	1.01981	0.46850927	KCTD5	potassium channel tetramerization domain containing 5
209936_at	0.015649	2.15e-04	-5.82	1.0196	-1.10843541	RBM5	RNA binding motif protein 5
211087_x_at	0.015649	2.15e-04	-5.82	1.01606	-0.72097706	MAPK14	mitogen-activated protein kinase 14
219112_at	0.015649	2.16e-04	-5.82	1.0148	-0.74185224	RAPGEF6	Rap guanine nucleotide exchange factor 6
221638_s_at	0.015666	2.17e-04	-5.81	1.01055	-0.67443116	STX16	syntaxin 16
219969_at	0.015807	2.20e-04	-5.80	0.99596	-0.97719033	TXLNG	taxilin gamma
202109_at	0.015807	2.20e-04	5.80	0.99525	0.63600211	ARFIP2	ADP ribosylation factor interacting protein 2
217644_s_at	0.015816	2.21e-04	-5.80	0.98971	-0.72020263	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2
219464_at	0.015816	2.22e-04	5.79	0.9883	0.52148248	CA14	carbonic anhydrase 14
203021_at	0.015911	2.24e-04	5.79	0.9792	0.53595392	SLPI	secretory leukocyte peptidase inhibitor
215535_s_at	0.016085	2.27e-04	5.78	0.96421	0.67841859	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
201646_at	0.016085	2.27e-04	-5.77	0.96208	-0.64469297	SCARB2	scavenger receptor class B member 2
209492_x_at	0.016175	2.29e-04	5.77	0.95342	0.43280879	ATP5I	ATP synthase, H+ transporting, mitochondrial Fo complex subunit E
218572_at	0.016178	2.30e-04	-5.76	0.95015	-0.42269721	CHMP4A///TM9SF1	charged multivesicular body protein 4A///transmembrane 9 superfamily member 1
210338_s_at	0.016228	2.32e-04	-5.76	0.94324	-0.67433566	SNORD14D///SNORD14C///HSPA8	small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8
221826_at	0.016228	2.33e-04	-5.76	0.93792	-0.6472317	ANGEL2	angel homolog 2
208485_x_at	0.016228	2.33e-04	-5.75	0.93728	-0.87313372	CFLAR	CASP8 and FADD like apoptosis regulator
210405_x_at	0.016228	2.34e-04	-5.75	0.93419	-0.49645602	TNFRSF10B	TNF receptor superfamily member 10b
217934_x_at	0.016228	2.35e-04	5.75	0.92854	0.36162697	STUB1	STIP1 homology and U-box containing protein 1
221695_s_at	0.016228	2.35e-04	-5.75	0.92849	-0.79179551	MAP3K2	mitogen-activated protein kinase kinase kinase 2
214354_x_at	0.016255	2.38e-04	5.74	0.91518	0.48434259	SFTPB	surfactant protein B
211124_s_at	0.016255	2.38e-04	-5.74	0.91507	-1.87335005	KITLG	KIT ligand
221734_at	0.016255	2.39e-04	5.74	0.91411	0.53625719	PRRC1	proline rich coiled-coil 1
207304_at	0.016255	2.39e-04	-5.74	0.91235	-0.80029779	ZNF45	zinc finger protein 45
211714_x_at	0.016255	2.40e-04	5.73	0.90941	0.54256517	TUBB	tubulin beta class I
219834_at	0.016255	2.40e-04	-5.73	0.90857	-0.78771906	CARF	calcium responsive transcription factor
214788_x_at	0.016288	2.41e-04	5.73	0.90354	0.38398597	DDN	dendrin
221158_at	0.01629	2.42e-04	-5.73	0.90041	-0.4924214	PAXBP1	PAX3 and PAX7 binding protein 1
205498_at	0.016393	2.45e-04	-5.72	0.88849	-0.57554701	GHR	growth hormone receptor
202113_s_at	0.016393	2.45e-04	-5.72	0.88818	-0.58571426	SNX2	sorting nexin 2
214196_s_at	0.0164	2.46e-04	-5.71	0.88477	-0.8733087	TPP1	tripeptidyl peptidase 1
219296_at	0.016474	2.48e-04	5.71	0.87737	0.86629493	ZDHHC13	zinc finger DHHC-type containing 13
210555_s_at	0.01649	2.49e-04	-5.71	0.87331	-0.55342245	NFATC3	nuclear factor of activated T-cells 3
200723_s_at	0.01649	2.49e-04	-5.70	0.87052	-0.39427148	CAPRIN1	cell cycle associated protein 1
212553_at	0.016541	2.51e-04	5.70	0.86448	0.48176871	RPRD2	regulation of nuclear pre-mRNA domain containing 2
213791_at	0.01663	2.53e-04	-5.69	0.85536	-1.04335276	PENK	proenkephalin
203579_s_at	0.01663	2.54e-04	-5.69	0.85333	-0.86954206	SLC7A6	solute carrier family 7 member 6
214552_s_at	0.016648	2.55e-04	-5.69	0.8493	-1.04419662	RABEP1	rabaptin, RAB GTPase binding effector protein 1
210564_x_at	0.016661	2.56e-04	-5.68	0.84334	-0.81120851	CFLAR	CASP8 and FADD like apoptosis regulator
207616_s_at	0.016661	2.57e-04	-5.68	0.84277	-0.5708376	TANK	TRAF family member associated NFKB activator
208720_s_at	0.016752	2.59e-04	-5.68	0.83445	-0.42204712	RBM39	RNA binding motif protein 39
220154_at	0.016806	2.60e-04	-5.67	0.8284	-0.97126554	DST	dystonin
206235_at	0.016962	2.64e-04	-5.66	0.81613	-0.91442854	LIG4	DNA ligase 4
215570_s_at	0.016962	2.64e-04	-5.66	0.81345	-0.81451764	ZNF780A///ZNF780B	zinc finger protein 780A///zinc finger protein 780B
217441_at	0.017001	2.66e-04	-5.66	0.80831	-0.72208529	USP33	ubiquitin specific peptidase 33
221006_s_at	0.017002	2.66e-04	5.65	0.80542	0.58829616	SNX27	sorting nexin family member 27
212216_at	0.017017	2.68e-04	-5.65	0.7996	-0.72370841	PREPL	prolyl endopeptidase-like
211465_x_at	0.017017	2.68e-04	5.65	0.79844	0.47542473	FUT6	fucosyltransferase 6
205210_at	0.017017	2.69e-04	5.65	0.79605	0.62346551	TGFBRAP1	transforming growth factor beta receptor associated protein 1
204986_s_at	0.017027	2.70e-04	5.64	0.79266	0.47828135	TAOK2	TAO kinase 2
202871_at	0.017035	2.72e-04	5.64	0.78585	0.32030441	TRAF4	TNF receptor associated factor 4
203348_s_at	0.017035	2.72e-04	5.64	0.78356	0.73610037	ETV5	ETS variant 5
218051_s_at	0.017035	2.73e-04	5.64	0.78133	1.02359073	NT5DC2	5'-nucleotidase domain containing 2
214879_x_at	0.017035	2.73e-04	5.63	0.77988	0.55385043	USF2	upstream transcription factor 2, c-fos interacting
207941_s_at	0.017035	2.74e-04	-5.63	0.77598	-0.39329866	RBM39	RNA binding motif protein 39
203009_at	0.017035	2.75e-04	5.63	0.77544	0.38307096	BCAM	basal cell adhesion molecule (Lutheran blood group)
219559_at	0.017251	2.79e-04	5.62	0.75951	0.8380751	SLC17A9	solute carrier family 17 member 9
217240_at	0.017251	2.80e-04	5.62	0.75683	0.4527089	SIRPB1	signal regulatory protein beta 1
203644_s_at	0.017251	2.81e-04	-5.61	0.75351	-0.41077202	MON1B	MON1 homolog B, secretory trafficking associated
202043_s_at	0.017251	2.81e-04	5.61	0.75053	0.74107109	SMS	spermine synthase
217025_s_at	0.017251	2.82e-04	5.61	0.74922	0.73736161	DBN1	drebrin 1
212393_at	0.017256	2.83e-04	5.61	0.74578	0.53561416	SBF1	SET binding factor 1
214701_s_at	0.017256	2.84e-04	-5.60	0.74074	-1.94683912	FN1	fibronectin 1
55662_at	0.017256	2.85e-04	-5.60	0.73867	-0.39138233	C10orf76	chromosome 10 open reading frame 76
201946_s_at	0.017256	2.85e-04	-5.60	0.73714	-0.6962845	CCT2	chaperonin containing TCP1 subunit 2
215569_at	0.017256	2.86e-04	-5.60	0.73532	-0.63266301	GTF2IRD2B	GTF2I repeat domain containing 2B
215932_at	0.017316	2.88e-04	5.60	0.72923	0.42472188	MAGEC2	MAGE family member C2
220202_s_at	0.017353	2.89e-04	-5.59	0.7237	-0.62700705	RC3H2	ring finger and CCCH-type domains 2
217777_s_at	0.017353	2.90e-04	-5.59	0.72174	-0.87613849	HACD3	3-hydroxyacyl-CoA dehydratase 3
201446_s_at	0.017386	2.91e-04	-5.59	0.71718	-0.93255517	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
210720_s_at	0.017459	2.93e-04	5.58	0.71033	0.47188561	NECAB3	N-terminal EF-hand calcium binding protein 3
217920_at	0.017552	2.95e-04	-5.57	0.70243	-0.63053433	MAN1A2	mannosidase alpha class 1A member 2
204506_at	0.01767	2.98e-04	5.57	0.69309	1.08019265	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
214080_x_at	0.017714	3.01e-04	5.56	0.68533	0.60927497	PRKCSH	protein kinase C substrate 80K-H
218374_s_at	0.017714	3.02e-04	-5.56	0.68215	-0.49348646	C12orf4	chromosome 12 open reading frame 4
221308_at	0.017714	3.02e-04	-5.56	0.68174	-0.53621138	FRS2	fibroblast growth factor receptor substrate 2
219102_at	0.017714	3.02e-04	5.56	0.68009	0.64567343	RCN3	reticulocalbin 3
200913_at	0.017714	3.03e-04	5.56	0.67713	0.40215019	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G
217529_at	0.017714	3.04e-04	5.55	0.67388	0.54102386	ORAI2	ORAI calcium release-activated calcium modulator 2
212577_at	0.017714	3.05e-04	-5.55	0.66987	-0.7335897	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
205526_s_at	0.017714	3.05e-04	-5.55	0.66969	-0.49269657	KATNA1	katanin catalytic subunit A1
212272_at	0.017851	3.09e-04	-5.54	0.65948	-1.45118432	LPIN1	lipin 1
208116_s_at	0.01793	3.11e-04	-5.54	0.65241	-1.36822335	MAN1A1	mannosidase alpha class 1A member 1
200968_s_at	0.01793	3.12e-04	5.53	0.64745	0.59403308	PPIB	peptidylprolyl isomerase B
207335_x_at	0.01793	3.12e-04	5.53	0.64733	0.41445456	ATP5I	ATP synthase, H+ transporting, mitochondrial Fo complex subunit E
219469_at	0.018089	3.17e-04	-5.52	0.63356	-0.58821696	DYNC2H1	dynein cytoplasmic 2 heavy chain 1
217496_s_at	0.018089	3.17e-04	-5.52	0.63154	-0.66730641	IDE	insulin degrading enzyme
64440_at	0.018089	3.19e-04	5.52	0.62624	0.36318962	IL17RC	interleukin 17 receptor C
219266_at	0.018089	3.19e-04	-5.52	0.62596	-0.3484062	ZNF350	zinc finger protein 350
207415_at	0.018089	3.20e-04	-5.52	0.62318	-0.80642262	PLA2R1	phospholipase A2 receptor 1
209231_s_at	0.018089	3.20e-04	-5.51	0.62237	-0.60135467	DCTN5	dynactin subunit 5
215099_s_at	0.018089	3.21e-04	-5.51	0.6208	-0.63254502	RXRB	retinoid X receptor beta
204207_s_at	0.018124	3.22e-04	-5.51	0.61634	-0.65244043	RNGTT	RNA guanylyltransferase and 5'-phosphatase
213905_x_at	0.018213	3.25e-04	5.50	0.60729	0.99275094	BGN	biglycan
211716_x_at	0.018213	3.26e-04	5.50	0.60351	0.83028111	ARHGDIA	Rho GDP dissociation inhibitor alpha
205410_s_at	0.018213	3.27e-04	-5.50	0.60261	-0.82923891	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
208610_s_at	0.018213	3.28e-04	5.50	0.59923	0.85575612	SRRM2	serine/arginine repetitive matrix 2
205996_s_at	0.018213	3.28e-04	-5.50	0.59748	-0.60608955	AK2	adenylate kinase 2
200618_at	0.018213	3.29e-04	5.50	0.59653	0.41214608	LASP1	LIM and SH3 protein 1
214513_s_at	0.018251	3.30e-04	-5.49	0.59151	-1.00915266	CREB1	cAMP responsive element binding protein 1
206220_s_at	0.018251	3.32e-04	-5.49	0.58751	-0.58177261	RASA3	RAS p21 protein activator 3
210284_s_at	0.018251	3.32e-04	-5.49	0.58503	-0.9565167	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2
204479_at	0.018251	3.33e-04	5.49	0.58458	1.03516826	OSTF1	osteoclast stimulating factor 1
202118_s_at	0.018443	3.37e-04	-5.48	0.57172	-0.701308	CPNE3	copine 3
206042_x_at	0.018519	3.39e-04	-5.47	0.5647	-0.69194358	SNURF///SNRPN	SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N
214326_x_at	0.018519	3.40e-04	5.47	0.56275	1.43447897	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
206530_at	0.018541	3.41e-04	-5.47	0.55916	-0.42187173	RAB30	RAB30, member RAS oncogene family
39835_at	0.01857	3.43e-04	5.46	0.55363	0.51772838	SBF1	SET binding factor 1
201647_s_at	0.01857	3.45e-04	-5.46	0.54885	-0.81260078	SCARB2	scavenger receptor class B member 2
206611_at	0.01857	3.45e-04	5.46	0.54812	0.52785827	C2orf27A	chromosome 2 open reading frame 27A
203567_s_at	0.01857	3.45e-04	-5.46	0.54791	-0.51844017	TRIM38	tripartite motif containing 38
206221_at	0.018596	3.47e-04	-5.45	0.54293	-0.68807982	RASA3	RAS p21 protein activator 3
208848_at	0.018596	3.47e-04	-5.45	0.54173	-0.70793045	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
203183_s_at	0.018632	3.49e-04	5.45	0.53743	0.61098825	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
200917_s_at	0.018783	3.53e-04	-5.44	0.52516	-0.74528032	SRPRA	SRP receptor alpha subunit
216996_s_at	0.018783	3.53e-04	-5.44	0.52409	-0.43504334	FASTKD2	FAST kinase domains 2
216908_x_at	0.018783	3.54e-04	-5.44	0.52226	-0.4865456	RRN3P1	RRN3 homolog, RNA polymerase I transcription factor pseudogene 1
216375_s_at	0.018791	3.55e-04	5.44	0.5189	0.44464277	ETV5	ETS variant 5
202784_s_at	0.018791	3.56e-04	-5.44	0.51634	-0.8017992	NNT	nicotinamide nucleotide transhydrogenase
203262_s_at	0.018791	3.57e-04	5.43	0.51472	0.42974773	FAM50A	family with sequence similarity 50 member A
208710_s_at	0.01887	3.59e-04	5.43	0.5082	0.83157417	AP3D1	adaptor related protein complex 3 delta 1 subunit
211890_x_at	0.018948	3.61e-04	-5.42	0.50175	-0.44870833	CAPN3	calpain 3
212989_at	0.019093	3.65e-04	-5.42	0.49128	-0.50846588	SGMS1	sphingomyelin synthase 1
215261_at	0.019093	3.66e-04	5.41	0.48878	0.38174292		
214343_s_at	0.019093	3.67e-04	-5.41	0.4856	-0.62995032	ATXN7L1	ataxin 7 like 1
215997_s_at	0.019093	3.68e-04	-5.41	0.48485	-1.14081767	CUL4B	cullin 4B
218440_at	0.019107	3.69e-04	-5.41	0.48179	-0.48464468	MCCC1	methylcrotonoyl-CoA carboxylase 1
220775_s_at	0.019145	3.70e-04	-5.41	0.47747	-0.55995765	UEVLD	UEV and lactate/malate dehyrogenase domains
211607_x_at	0.019148	3.71e-04	-5.40	0.47501	-0.70573903	EGFR	epidermal growth factor receptor
AFFX-r2-Bs-phe-3_at	0.019299	3.75e-04	5.40	0.46491	0.95487344		
201239_s_at	0.019396	3.78e-04	-5.39	0.45617	-0.43856857	SPCS2	signal peptidase complex subunit 2
220423_at	0.019396	3.79e-04	5.39	0.45534	0.38052197	PLA2G2D	phospholipase A2 group IID
218084_x_at	0.019453	3.81e-04	5.39	0.4501	0.6189825	FXYD5	FXYD domain containing ion transport regulator 5
208676_s_at	0.019756	3.88e-04	5.37	0.43244	0.54972685	PA2G4	proliferation-associated 2G4
203241_at	0.019777	3.89e-04	-5.37	0.42909	-0.40289671	UVRAG	UV radiation resistance associated
212968_at	0.019802	3.91e-04	5.37	0.42243	0.4108454	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
39854_r_at	0.019802	3.92e-04	5.36	0.42086	0.56316939	PNPLA2	patatin like phospholipase domain containing 2
200998_s_at	0.019802	3.93e-04	5.36	0.41955	0.64485377	CKAP4	cytoskeleton associated protein 4
213483_at	0.019802	3.93e-04	-5.36	0.41875	-0.58201977	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1
204652_s_at	0.019849	3.95e-04	-5.36	0.41417	-0.46611768	NRF1	nuclear respiratory factor 1
40829_at	0.019858	3.97e-04	5.36	0.40935	0.52750652	WDTC1	WD and tetratricopeptide repeats 1
216008_s_at	0.019858	3.98e-04	-5.35	0.40501	-0.46468623	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
215719_x_at	0.019858	3.98e-04	-5.35	0.40478	-1.06798917	FAS	Fas cell surface death receptor
211300_s_at	0.019858	3.98e-04	5.35	0.40476	0.56287119	TP53	tumor protein p53
221430_s_at	0.019865	3.99e-04	-5.35	0.40216	-0.62518125	RNF146	ring finger protein 146
209020_at	0.020032	4.04e-04	-5.34	0.39002	-0.52796643	OSER1	oxidative stress responsive serine rich 1
211433_x_at	0.020032	4.05e-04	5.34	0.38884	0.63833027	FAM214B	family with sequence similarity 214 member B
217924_at	0.020032	4.06e-04	-5.34	0.38687	-0.72357904	C6orf106	chromosome 6 open reading frame 106
209363_s_at	0.020032	4.06e-04	-5.34	0.38494	-0.75430667	LOC101928625///MED21	uncharacterized LOC101928625///mediator complex subunit 21
220192_x_at	0.020074	4.08e-04	5.33	0.38069	0.37907714	SPDEF	SAM pointed domain containing ETS transcription factor
212780_at	0.020176	4.11e-04	-5.33	0.37342	-0.61110301	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1
221369_at	0.020216	4.14e-04	5.33	0.36781	0.31836038	MTNR1A	melatonin receptor 1A
212239_at	0.020216	4.14e-04	-5.32	0.36707	-0.81666633	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
214876_s_at	0.020246	4.15e-04	-5.32	0.36343	-0.61550304	TUBGCP5	tubulin gamma complex associated protein 5
200623_s_at	0.020266	4.17e-04	5.32	0.36024	0.97271288	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
221060_s_at	0.02038	4.20e-04	-5.31	0.35247	-1.7877134	TLR4	toll like receptor 4
219495_s_at	0.020405	4.21e-04	-5.31	0.34908	-0.51347058	ZNF180	zinc finger protein 180
218367_x_at	0.020606	4.26e-04	5.30	0.33716	0.45606883	USP21	ubiquitin specific peptidase 21
