Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0019722,calcium-mediated signaling,19_GO:0050896 response to stimulus,-2.2,4.4,3.6,30284,169,205,5,2.4,1.1,444|2280|3764|5534|5566,ASPH|FKBP1A|KCNJ8|PPP3R1|PRKACA,-0.48,MyList
KEGG Pathway,24,hsa04530,Tight junction,,-2.2,4.3,3.6,30284,170,205,5,2.4,1.1,595|5566|5962|7408|51735,CCND1|PRKACA|RDX|VASP|RAPGEF6,-0.47,MyList
GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-2.2,4.3,3.6,30284,170,205,5,2.4,1.1,2908|3693|5179|7791|9392,NR3C1|ITGB5|PENK|ZYX|TGFBRAP1,-0.47,MyList
WikiPathways,27,WP5346,8p23 1 copy number variation syndrome,,-2.2,8.1,4.3,30284,55,205,3,1.5,0.84,3329|4926|7099,HSPD1|NUMA1|TLR4,-0.47,MyList
GO Biological Processes,19,GO:0045778,positive regulation of ossification,19_GO:0032501 multicellular organismal process,-2.2,8.1,4.3,30284,55,205,3,1.5,0.84,92|2201|6257,ACVR2A|FBN2|RXRB,-0.47,MyList
GO Biological Processes,19,GO:0036293,response to decreased oxygen levels,19_GO:0050896 response to stimulus,-2.2,3.2,3.3,30284,319,205,7,3.4,1.3,18|3764|4017|5179|5740|6781|10060,ABAT|KCNJ8|LOXL2|PENK|PTGIS|STC1|ABCC9,-0.47,MyList
GO Biological Processes,19,GO:0007034,vacuolar transport,19_GO:0051179 localization,-2.2,4.3,3.6,30284,171,205,5,2.4,1.1,1191|8943|9392|63910|81609,CLU|AP3D1|TGFBRAP1|SLC17A9|SNX27,-0.47,MyList
GO Biological Processes,19,GO:0043393,regulation of protein binding,19_GO:0065007 biological regulation,-2.2,5.5,3.8,30284,108,205,4,2,0.97,2280|2801|3077|23032,FKBP1A|GOLGA2|HFE|USP33,-0.47,MyList
GO Biological Processes,19,GO:0034341,response to type II interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,5.5,3.8,30284,108,205,4,2,0.97,4641|6347|7099|7791,MYO1C|CCL2|TLR4|ZYX,-0.47,MyList
Reactome Gene Sets,6,R-HSA-5617833,Cilium Assembly,,-2.2,4.3,3.6,30284,172,205,5,2.4,1.1,5566|7531|8195|8729|10381,PRKACA|YWHAE|MKKS|GBF1|TUBB3,-0.46,MyList
GO Biological Processes,19,GO:0048260,positive regulation of receptor-mediated endocytosis,19_GO:0051179 localization,-2.2,7.9,4.3,30284,56,205,3,1.5,0.84,718|1191|3077,C3|CLU|HFE,-0.46,MyList
GO Biological Processes,19,GO:0006956,complement activation,19_GO:0002376 immune system process,-2.2,7.9,4.3,30284,56,205,3,1.5,0.84,629|718|1191,CFB|C3|CLU,-0.46,MyList
GO Biological Processes,19,GO:0002218,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,4.3,3.6,30284,173,205,5,2.4,1.1,3329|3764|4671|7099|7531,HSPD1|KCNJ8|NAIP|TLR4|YWHAE,-0.45,MyList
KEGG Pathway,24,hsa05164,Influenza A,,-2.2,4.3,3.6,30284,173,205,5,2.4,1.1,355|6347|7099|8743|11100,FAS|CCL2|TLR4|TNFSF10|HNRNPUL1,-0.45,MyList
WikiPathways,27,WP710,DNA damage response only ATM dependent,,-2.2,5.4,3.8,30284,110,205,4,2,0.97,595|604|901|6654,CCND1|BCL6|CCNG2|SOS1,-0.44,MyList
Reactome Gene Sets,6,R-HSA-5653656,Vesicle-mediated transport,,-2.2,2.5,3.1,30284,585,205,10,4.9,1.5,1362|2801|5878|6643|7531|8729|9367|10381|10945|22930,CPD|GOLGA2|RAB5C|SNX2|YWHAE|GBF1|RAB9A|TUBB3|KDELR1|RAB3GAP1,-0.44,MyList
GO Biological Processes,19,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,19_GO:0048518 positive regulation of biological process,-2.2,5.3,3.8,30284,111,205,4,2,0.97,92|3077|4926|23770,ACVR2A|HFE|NUMA1|FKBP8,-0.43,MyList
Reactome Gene Sets,6,R-HSA-9007101,Rab regulation of trafficking,,-2.2,5.3,3.8,30284,111,205,4,2,0.97,5878|7531|9367|22930,RAB5C|YWHAE|RAB9A|RAB3GAP1,-0.43,MyList
GO Biological Processes,19,GO:0032651,regulation of interleukin-1 beta production,19_GO:0032501 multicellular organismal process,-2.2,5.3,3.8,30284,111,205,4,2,0.97,4671|7099|7855|10892,NAIP|TLR4|FZD5|MALT1,-0.43,MyList
GO Biological Processes,19,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-2.1,7.6,4.2,30284,58,205,3,1.5,0.84,7099|8737|8743,TLR4|RIPK1|TNFSF10,-0.42,MyList
WikiPathways,27,WP558,Complement and coagulation cascades,,-2.1,7.6,4.2,30284,58,205,3,1.5,0.84,629|718|1191,CFB|C3|CLU,-0.42,MyList
GO Biological Processes,19,GO:0099518,vesicle cytoskeletal trafficking,19_GO:0051179 localization,-2.1,7.6,4.2,30284,58,205,3,1.5,0.84,4641|8943|79443,MYO1C|AP3D1|FYCO1,-0.42,MyList
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0048518 positive regulation of biological process,-2.1,2.7,3.1,30284,499,205,9,4.4,1.4,604|3329|4651|4811|6347|8829|8943|9780|10892,BCL6|HSPD1|MYO10|NID1|CCL2|NRP1|AP3D1|PIEZO1|MALT1,-0.42,MyList
Reactome Gene Sets,6,R-HSA-376176,Signaling by ROBO receptors,,-2.1,4.2,3.5,30284,177,205,5,2.4,1.1,5566|6654|7408|8829|23032,PRKACA|SOS1|VASP|NRP1|USP33,-0.42,MyList
GO Biological Processes,19,GO:1902905,positive regulation of supramolecular fiber organization,19_GO:0048518 positive regulation of biological process,-2.1,4.2,3.5,30284,177,205,5,2.4,1.1,1191|4926|7408|8829|11135,CLU|NUMA1|VASP|NRP1|CDC42EP1,-0.42,MyList
GO Biological Processes,19,GO:0071824,protein-DNA complex organization,19_GO:0009987 cellular process,-2.1,3.5,3.3,30284,250,205,6,2.9,1.2,6418|8971|25842|29855|80152|646817,SET|H1-10|ASF1A|UBN1|CENPT|SETSIP,-0.42,MyList
GO Biological Processes,19,GO:0051650,establishment of vesicle localization,19_GO:0051179 localization,-2.1,4.1,3.5,30284,178,205,5,2.4,1.1,4641|8195|8729|8943|79443,MYO1C|MKKS|GBF1|AP3D1|FYCO1,-0.42,MyList
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-2.1,2.9,3.1,30284,414,205,8,3.9,1.4,92|355|595|718|5154|7099|8737|8829,ACVR2A|FAS|CCND1|C3|PDGFA|TLR4|RIPK1|NRP1,-0.42,MyList
GO Biological Processes,19,GO:0006939,smooth muscle contraction,19_GO:0032501 multicellular organismal process,-2.1,7.5,4.1,30284,59,205,3,1.5,0.84,493|6525|8195,ATP2B4|SMTN|MKKS,-0.42,MyList
GO Biological Processes,19,GO:0030837,negative regulation of actin filament polymerization,19_GO:0048519 negative regulation of biological process,-2.1,7.5,4.1,30284,59,205,3,1.5,0.84,5756|5962|8195,TWF1|RDX|MKKS,-0.42,MyList
GO Biological Processes,19,GO:0061180,mammary gland epithelium development,19_GO:0032502 developmental process,-2.1,7.5,4.1,30284,59,205,3,1.5,0.84,595|2908|64065,CCND1|NR3C1|PERP,-0.42,MyList
WikiPathways,27,WP3896,Dengue 2 interactions with complement and coagulation cascades,,-2.1,7.5,4.1,30284,59,205,3,1.5,0.84,629|718|1191,CFB|C3|CLU,-0.42,MyList
KEGG Pathway,24,hsa04923,Regulation of lipolysis in adipocytes,,-2.1,7.5,4.1,30284,59,205,3,1.5,0.84,2771|5566|51099,GNAI2|PRKACA|ABHD5,-0.42,MyList
Canonical Pathways,11,M281,PID FAK PATHWAY,,-2.1,7.5,4.1,30284,59,205,3,1.5,0.84,595|3693|6654,CCND1|ITGB5|SOS1,-0.42,MyList
GO Biological Processes,19,GO:1904951,positive regulation of establishment of protein localization,19_GO:0051179 localization,-2.1,3.1,3.2,30284,331,205,7,3.4,1.3,18|444|4641|5566|7099|7531|7855,ABAT|ASPH|MYO1C|PRKACA|TLR4|YWHAE|FZD5,-0.41,MyList
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-2.1,2.6,3.1,30284,503,205,9,4.4,1.4,2051|5754|6643|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SNX2|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.41,MyList
GO Biological Processes,19,GO:0097191,extrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.1,5.2,3.7,30284,114,205,4,2,0.97,355|3429|8737|8743,FAS|IFI27|RIPK1|TNFSF10,-0.41,MyList
GO Biological Processes,19,GO:0046651,lymphocyte proliferation,19_GO:0002376 immune system process,-2.1,5.2,3.7,30284,114,205,4,2,0.97,604|3329|7099|10892,BCL6|HSPD1|TLR4|MALT1,-0.41,MyList
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-2.1,3.1,3.2,30284,332,205,7,3.4,1.3,3329|3764|4671|7099|7531|8780|10612,HSPD1|KCNJ8|NAIP|TLR4|YWHAE|RIOK3|TRIM3,-0.41,MyList
KEGG Pathway,24,hsa05165,Human papillomavirus infection,,-2.1,3.1,3.2,30284,333,205,7,3.4,1.3,355|595|3693|5566|6654|7855|90993,FAS|CCND1|ITGB5|PRKACA|SOS1|FZD5|CREB3L1,-0.41,MyList
GO Biological Processes,19,GO:0030183,B cell differentiation,19_GO:0002376 immune system process,-2.1,5.1,3.7,30284,115,205,4,2,0.97,604|7528|10892|64421,BCL6|YY1|MALT1|DCLRE1C,-0.41,MyList
GO Biological Processes,19,GO:0051480,regulation of cytosolic calcium ion concentration,19_GO:0042592 homeostatic process,-2.1,7.4,4.1,30284,60,205,3,1.5,0.84,444|493|7531,ASPH|ATP2B4|YWHAE,-0.41,MyList
GO Biological Processes,19,GO:0032091,negative regulation of protein binding,19_GO:0065007 biological regulation,-2.1,7.4,4.1,30284,60,205,3,1.5,0.84,2801|3077|23032,GOLGA2|HFE|USP33,-0.41,MyList
GO Biological Processes,19,GO:0032648,regulation of interferon-beta production,19_GO:0032501 multicellular organismal process,-2.1,7.4,4.1,30284,60,205,3,1.5,0.84,7099|7528|8780,TLR4|YY1|RIOK3,-0.41,MyList
GO Biological Processes,19,GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-2.1,7.4,4.1,30284,60,205,3,1.5,0.84,493|2771|5142,ATP2B4|GNAI2|PDE4B,-0.41,MyList
GO Biological Processes,19,GO:0042325,regulation of phosphorylation,19_GO:0050789 regulation of biological process,-2.1,2.3,3,30284,694,205,11,5.4,1.6,92|355|595|718|5154|7099|8737|8829|9077|23770|64943,ACVR2A|FAS|CCND1|C3|PDGFA|TLR4|RIPK1|NRP1|DIRAS3|FKBP8|NT5DC2,-0.4,MyList
Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-2.1,5.1,3.6,30284,116,205,4,2,0.97,5534|7531|8737|219699,PPP3R1|YWHAE|RIPK1|UNC5B,-0.4,MyList
Reactome Gene Sets,6,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,,-2.1,7.3,4,30284,61,205,3,1.5,0.84,7531|10762|22824,YWHAE|NUP50|HSPA4L,-0.39,MyList
WikiPathways,27,WP5352,10q11 21q11 23 copy number variation syndrome,,-2.1,7.3,4,30284,61,205,3,1.5,0.84,3727|4641|23451,JUND|MYO1C|SF3B1,-0.39,MyList
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-2.1,2.6,3,30284,510,205,9,4.4,1.4,2051|5754|6643|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SNX2|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.39,MyList
Reactome Gene Sets,6,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,,-2.1,4,3.4,30284,183,205,5,2.4,1.1,8729|9367|10381|10945|22930,GBF1|RAB9A|TUBB3|KDELR1|RAB3GAP1,-0.39,MyList
GO Biological Processes,19,GO:0022409,positive regulation of cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-2.1,3.1,3.2,30284,337,205,7,3.4,1.3,604|3329|4651|6347|8943|9780|10892,BCL6|HSPD1|MYO10|CCL2|AP3D1|PIEZO1|MALT1,-0.39,MyList
GO Biological Processes,19,GO:0010821,regulation of mitochondrion organization,19_GO:0050789 regulation of biological process,-2.1,5.1,3.6,30284,117,205,4,2,0.97,1191|2537|8743|65084,CLU|IFI6|TNFSF10|TMEM135,-0.39,MyList
GO Biological Processes,19,GO:0001501,skeletal system development,19_GO:0032502 developmental process,-2.1,2.6,3,30284,511,205,9,4.4,1.4,92|1112|2134|2201|5154|6781|7004|8195|51141,ACVR2A|FOXN3|EXTL1|FBN2|PDGFA|STC1|TEAD4|MKKS|INSIG2,-0.39,MyList
GO Biological Processes,19,GO:0051276,chromosome organization,19_GO:0009987 cellular process,-2.1,2.6,3,30284,511,205,9,4.4,1.4,2801|7150|7528|8971|23244|23383|64421|80152|81550,GOLGA2|TOP1|YY1|H1-10|PDS5A|MAU2|DCLRE1C|CENPT|TDRD3,-0.39,MyList
GO Biological Processes,19,GO:0031589,cell-substrate adhesion,19_GO:0009987 cellular process,-2.1,4,3.4,30284,184,205,5,2.4,1.1,604|3693|4811|7791|29780,BCL6|ITGB5|NID1|ZYX|PARVB,-0.39,MyList
KEGG Pathway,24,hsa04360,Axon guidance,,-2.1,4,3.4,30284,184,205,5,2.4,1.1,2051|2771|5534|8829|219699,EPHB6|GNAI2|PPP3R1|NRP1|UNC5B,-0.39,MyList
GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-2.1,3.1,3.1,30284,339,205,7,3.4,1.3,604|2280|3329|6654|7855|10892|10945,BCL6|FKBP1A|HSPD1|SOS1|FZD5|MALT1|KDELR1,-0.38,MyList
GO Biological Processes,19,GO:0032943,mononuclear cell proliferation,19_GO:0009987 cellular process,-2.1,5,3.6,30284,118,205,4,2,0.97,604|3329|7099|10892,BCL6|HSPD1|TLR4|MALT1,-0.38,MyList
GO Biological Processes,19,GO:0031109,microtubule polymerization or depolymerization,19_GO:0009987 cellular process,-2.1,7.1,4,30284,62,205,3,1.5,0.84,2801|4134|10426,GOLGA2|MAP4|TUBGCP3,-0.38,MyList
Reactome Gene Sets,6,R-HSA-9679506,SARS-CoV Infections,,-2.1,3,3.1,30284,340,205,7,3.4,1.3,2280|3703|6654|7531|8737|8829|10762,FKBP1A|STT3A|SOS1|YWHAE|RIPK1|NRP1|NUP50,-0.38,MyList
GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0032502 developmental process,-2.1,2.8,3,30284,426,205,8,3.9,1.4,604|2908|7099|7528|7855|10892|10945|64421,BCL6|NR3C1|TLR4|YY1|FZD5|MALT1|KDELR1|DCLRE1C,-0.37,MyList
GO Biological Processes,19,GO:0046822,regulation of nucleocytoplasmic transport,19_GO:0051179 localization,-2.1,5,3.6,30284,119,205,4,2,0.97,3429|5566|7531|283131,IFI27|PRKACA|YWHAE|NEAT1,-0.37,MyList
GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-2,2.8,3,30284,427,205,8,3.9,1.4,2051|5754|6654|7408|8829|10381|23032|219699,EPHB6|PTK7|SOS1|VASP|NRP1|TUBB3|USP33|UNC5B,-0.37,MyList
GO Biological Processes,19,GO:0006518,peptide metabolic process,19_GO:0009987 cellular process,-2,7,4,30284,63,205,3,1.5,0.84,1200|1362|440434,TPP1|CPD|NPEPPSP1,-0.37,MyList
GO Biological Processes,19,GO:0051341,regulation of oxidoreductase activity,19_GO:0065007 biological regulation,-2,7,4,30284,63,205,3,1.5,0.84,493|55312|64943,ATP2B4|RFK|NT5DC2,-0.37,MyList
GO Biological Processes,19,GO:0030199,collagen fibril organization,19_GO:0009987 cellular process,-2,7,4,30284,63,205,3,1.5,0.84,1289|4017|60681,COL5A1|LOXL2|FKBP10,-0.37,MyList
GO Biological Processes,19,GO:0042116,macrophage activation,19_GO:0002376 immune system process,-2,7,4,30284,63,205,3,1.5,0.84,1191|3764|7099,CLU|KCNJ8|TLR4,-0.37,MyList
GO Biological Processes,19,GO:0001838,embryonic epithelial tube formation,19_GO:0032502 developmental process,-2,4.9,3.6,30284,120,205,4,2,0.97,5566|5754|7408|10762,PRKACA|PTK7|VASP|NUP50,-0.37,MyList
WikiPathways,27,WP2431,Spinal cord injury,,-2,4.9,3.6,30284,120,205,4,2,0.97,595|2280|6347|7099,CCND1|FKBP1A|CCL2|TLR4,-0.37,MyList
WikiPathways,27,WP4541,Hippo Merlin signaling dysregulation,,-2,4.9,3.5,30284,121,205,4,2,0.97,595|3693|5566|7004,CCND1|ITGB5|PRKACA|TEAD4,-0.36,MyList
WikiPathways,27,WP45,G1 to S cell cycle control,,-2,6.9,3.9,30284,64,205,3,1.5,0.84,595|901|90993,CCND1|CCNG2|CREB3L1,-0.36,MyList
Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-2,6.9,3.9,30284,64,205,3,1.5,0.84,1289|3693|6442,COL5A1|ITGB5|SGCA,-0.36,MyList
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-2,2.7,3,30284,431,205,8,3.9,1.4,355|3429|5566|6347|6654|8195|8737|8986,FAS|IFI27|PRKACA|CCL2|SOS1|MKKS|RIPK1|RPS6KA4,-0.36,MyList
KEGG Pathway,24,hsa04935,"Growth hormone synthesis, secretion and action",,-2,4.8,3.5,30284,122,205,4,2,0.97,2771|5566|6654|90993,GNAI2|PRKACA|SOS1|CREB3L1,-0.35,MyList
GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-2,2.5,2.9,30284,523,205,9,4.4,1.4,595|901|1112|2029|2801|4134|4926|8450|51322,CCND1|CCNG2|FOXN3|ENSA|GOLGA2|MAP4|NUMA1|CUL4B|WAC,-0.35,MyList
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-2,3,3.1,30284,347,205,7,3.4,1.3,4017|5154|5534|6347|7855|8829|219699,LOXL2|PDGFA|PPP3R1|CCL2|FZD5|NRP1|UNC5B,-0.35,MyList
Reactome Gene Sets,6,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,,-2,6.8,3.9,30284,65,205,3,1.5,0.84,10250|10762|84271,SRRM1|NUP50|POLDIP3,-0.34,MyList
GO Biological Processes,19,GO:0010639,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-2,3,3.1,30284,348,205,7,3.4,1.3,1191|2537|4134|4281|5756|5962|8195,CLU|IFI6|MAP4|MID1|TWF1|RDX|MKKS,-0.34,MyList
GO Biological Processes,19,GO:1901991,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2,3.9,3.3,30284,191,205,5,2.4,1.1,595|1112|3275|6347|51322,CCND1|FOXN3|PRMT2|CCL2|WAC,-0.34,MyList
GO Biological Processes,19,GO:0030522,intracellular receptor signaling pathway,19_GO:0050896 response to stimulus,-2,3.9,3.3,30284,191,205,5,2.4,1.1,2908|3764|6257|7099|7531,NR3C1|KCNJ8|RXRB|TLR4|YWHAE,-0.34,MyList
GO Biological Processes,19,GO:0031032,actomyosin structure organization,19_GO:0009987 cellular process,-2,4.8,3.5,30284,123,205,4,2,0.97,825|3693|7791|9578,CAPN3|ITGB5|ZYX|CDC42BPB,-0.34,MyList
Reactome Gene Sets,6,R-HSA-8856688,Golgi-to-ER retrograde transport,,-2,4.8,3.5,30284,123,205,4,2,0.97,8729|10381|10945|22930,GBF1|TUBB3|KDELR1|RAB3GAP1,-0.34,MyList
GO Biological Processes,19,GO:0046634,regulation of alpha-beta T cell activation,19_GO:0002376 immune system process,-2,4.8,3.5,30284,123,205,4,2,0.97,604|3077|8943|10892,BCL6|HFE|AP3D1|MALT1,-0.34,MyList
GO Biological Processes,19,GO:0044403,biological process involved in symbiotic interaction,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2,3.3,3.1,30284,267,205,6,2.9,1.2,1025|3329|3429|3693|8829|9367,CDK9|HSPD1|IFI27|ITGB5|NRP1|RAB9A,-0.34,MyList
